,title,sub-category,label_score,has_exclamation,has_question,has_number,mark_count,total_character,original_title
11154,gagal cokok sangka rusuh papua ini yang temu polisi,1,1,0,0,0,0,51,"Gagal Cokok Tersangka Kerusuhan Papua, Ini yang Ditemukan Polisi"
11155,ricki rubio pilih jadi mvp piala dunia basket fiba,1,0,0,0,0,0,50,Ricky Rubio Terpilih Jadi MVP Piala Dunia Basket FIBA 2019
11156,akademisi unair ajak mahasiswa dan masyarakat lawan revisi uu kpk,1,0,0,0,0,0,65,Akademisi Unair Ajak Mahasiswa dan Masyarakat Lawan Revisi UU KPK
11157,menteri pariwisata tanya statu taman nasion komodo,1,0,0,0,0,0,50,Menteri Pariwisata Pertanyakan Status Taman Nasional Komodo
11158,polri bantah ada tembak ajar di papua barat,1,0,0,0,0,0,43,Polri Bantah Ada Penembakan Pelajar di Papua Barat
11159,mobil listrik glori e di cina rp juta berapa di indonesia,1,1,0,0,0,0,57,"Mobil Listrik Glory E3 di Cina Rp 392 Juta, Berapa di Indonesia?"
11160,revisi tatib baru dprd dki bakal ikat jabat pemda,1,0,0,0,0,0,49,"Revisi Tatib Baru DPRD DKI, Bakal Mengikat Pejabat Pemda"
11161,pilih olahraga saat hamil muda jalan kaki hingga pilat,1,1,0,0,0,0,54,"5 Pilihan Olahraga saat Hamil Muda, Jalan Kaki hingga Pilates"
11162,topan faxai putu pasok listrik hampir juta rumah di jepang,1,0,0,0,0,0,58,Topan Faxai Putus Pasokan Listrik Hampir 1 Juta Rumah di Jepang
11163,esport thailand dan vietnam lawan berat di sea game,1,0,0,0,0,0,51,Esport: Thailand dan Vietnam Lawan Terberat di SEA Games 2019
11164,ani henti tender erp anggar rp miliar nol,1,0,0,0,0,0,41,"Anies Hentikan Tender ERP, Anggaran Rp 40,7 Miliar Dinolkan"
11165,bayi di as lahir pada tanggal dan pukul lewat menit,1,0,0,0,0,0,51,Bayi di AS Lahir pada Tanggal 9/11 dan Pukul 9 Lewat 11 Menit
11166,toyota calya baru luncur siang ini masih akan raja lcgc,1,1,0,0,0,0,55,"Toyota Calya Baru Meluncur Siang Ini, Masih Akan Merajai LCGC?"
11167,dpr tetap pansu kaji pindah ibu kota hari ini,1,0,0,0,0,0,45,DPR Tetapkan Pansus Pengkajian Pemindahan Ibu Kota Hari Ini
11168,sah pekan depan ini pasal kontroversi rkuhp,1,0,0,0,0,0,43,"Disahkan Pekan Depan, Ini 10 Pasal Kontroversial RKUHP"
11169,begini siap evosaov untuk laga di sea game,1,1,0,0,0,0,42,Begini Persiapan EVOS.AOV untuk Berlaga di SEA Games 2019
11170,persen masyarakat minta jokowi tolak revisi uu kpk,1,0,0,0,0,0,50,"82,61 Persen Masyarakat Minta Jokowi Tolak Revisi UU KPK"
11171,bandara supadio belum izin pesawat darat karena kabut asap,1,0,0,0,0,0,58,Bandara Supadio Belum Izinkan Pesawat Mendarat Karena Kabut Asap
11172,hindar konsumsi madu pada bayi ini alas,1,1,0,0,0,0,39,"Hindari Konsumsi Madu pada Bayi, Ini Alasannya"
11173,navicula bikin film dokument pulau plastik,1,0,0,0,0,0,42,Navicula Bikin Film Dokumenter Pulau Plastik
11174,balita meningg di koja alas orangtua tak lapor polisi,1,1,0,0,0,0,53,"Balita Meninggal di Koja, Alasan Orangtua Tak Lapor Polisi"
11175,bianca andreescu jadi nama jalan di kota lahir,1,0,0,0,0,0,46,Bianca Andreescu Jadi Nama Jalan di Kota Kelahirannya
11176,laga perdana kualifikasi piala afc u main timna u gugup,1,0,0,0,0,0,55,"Laga Perdana Kualifikasi Piala AFC U-16, Pemain Timnas U-16 Gugup"
11177,revisi uu kpk mahfud md saat jokowi undang pimpin kpk,1,0,0,0,0,0,53,"Revisi UU KPK, Mahfud MD: Saatnya Jokowi Undang Pimpinan KPK"
11178,tahun dendam pria ini adu mantan asuh anak ke polisi,1,1,0,0,0,0,52,"30 Tahun Dendam, Pria Ini Adukan Mantan Pengasuh Anak ke Polisi"
11179,jokowi minta perangkat negara solid tangan karhutla,1,0,0,0,0,0,51,Jokowi Minta Perangkat Negara Solid Tangani Karhutla
11180,paripurna dpr sikap pilih firli bahuri dan pimpin kpk,1,0,0,0,0,0,53,Paripurna DPR Sikapi Terpilihnya Firli Bahuri dan 4 Pimpinan KPK
11181,alas bogor tak bisa aktif data bangun liar kawasan puncak,1,1,0,0,0,0,57,Alasan Bogor Tak Bisa Aktif Mendata Bangunan Liar Kawasan Puncak
11182,gera nasion startup di bandung gaet daftar,1,0,0,0,0,0,42,Gerakan Nasional 1.000 Startup di Bandung Gaet 1.700 Pendaftar
11183,indonesia peluang raih medali di juara dunia wushu,1,0,0,0,0,0,50,Indonesia Berpeluang Raih Medali di Kejuaraan Dunia Wushu
11184,serah mandat kpk ke presiden anggap manusiawi,1,0,0,0,0,0,45,Penyerahan Mandat KPK ke Presiden Dianggap Manusiawi
11185,dpr dan perintah bakal bawa revisi uu kpk ke paripurna,1,0,0,0,0,0,54,DPR dan Pemerintah Bakal Bawa Revisi UU KPK ke Paripurna
11186,bursa transfer liga tutup pss sleman datang main lagi,1,0,0,0,0,0,53,"Bursa Transfer Liga 1 Tutup, PSS Sleman Datangkan 6 Pemain Lagi"
11187,hadap valencia di liga champion chelsea punya kuat ini,1,1,0,0,0,0,54,"Hadapi Valencia di Liga Champions, Chelsea Punya Kekuatan Ini"
11188,target enam jeni pajak dki ini tak capai pada,1,1,0,0,0,0,45,Target Enam Jenis Pajak DKI Ini Tak Tercapai pada 2018
11189,dki jawab ombudsman bina marga potong kabel trotoar jalan teru,1,0,0,0,0,0,62,"DKI Jawab Ombudsman, Bina Marga: Potong Kabel Trotoar Jalan Terus"
11190,sejak usul kembali revisi uu kpk hanya kali rapat,1,0,0,0,0,0,49,"Sejak Diusulkan Kembali, Revisi UU KPK Hanya 5 Kali Rapat"
11191,harga ema antam turun jadi rp ribu per gram,1,0,0,0,0,0,43,Harga Emas Antam Turun Jadi Rp 752 Ribu per Gram
11192,malam ini dpr putus revisi undangundang masyarakat,1,0,0,0,0,0,50,"Malam ini, DPR Putuskan Revisi Undang-undang Pemasyarakatan"
11193,sus bachtiar coba hal baru di film beba ajar umpat,1,0,0,0,0,0,50,Susan Bachtiar Coba Hal Baru di Film Bebas: Belajar Mengumpat
11194,ada trotoar di tengah jalan kalimalang dki punya tol becakayu,1,0,0,0,0,0,61,"Ada Trotoar di Tengah Jalan Kalimalang, DKI: Punya Tol Becakayu"
11195,kualifikasi piala afc u latih filipina puji timna u,1,0,0,0,0,0,51,Kualifikasi Piala AFC U-16: Pelatih Filipina Puji Timnas U-16
11196,liverpool sodor kontrak panjang klopp tak tahan cuaca inggri,1,0,0,0,0,0,60,"Liverpool Sodori Kontrak Panjang, Klopp Tak Tahan Cuaca Inggris"
11197,peringkat universita dunia itb merosot,1,1,0,0,0,0,38,Peringkat Universitas Dunia ITB 2020 Merosot
11198,kuasa hukum surya anta tahan di sel biolog mako brimob,1,0,0,0,0,0,54,Kuasa Hukum: Surya Anta Ditahan di Sel Biologis Mako Brimob
11199,arab saudi yakin iran serang fasilita minyak ini bukti,1,1,0,0,0,0,54,"Arab Saudi Yakin Iran Penyerang 2 Fasilitas Minyak, Ini Buktinya"
11200,megan fox aku pernah alami ganggu sehat mental,1,0,0,0,0,0,46,Megan Fox Akui Pernah Alami Gangguan Kesehatan Mental
11201,bima sakti hari main timna u hanya pegang ponsel jam,1,0,0,0,0,0,52,Bima Sakti: Sehari Pemain Timnas U-16 Hanya Pegang Ponsel Sejam
11202,kkp reklamasi haru pihak pada penting masyarakat,1,0,0,0,0,0,48,KKP: Reklamasi Harus Berpihak pada Kepentingan Masyarakat
11203,jadwal liga champion selasa malam barcelona liverpool chelsea,1,0,0,0,0,0,61,"Jadwal Liga Champions Selasa Malam: Barcelona, Liverpool, Chelsea"
11204,jadwal siar langsung liga europa kami malam mu dan arsen,1,0,0,0,0,0,56,Jadwal Siaran Langsung Liga Europa Kamis Malam: MU dan Arsenal
11205,pesisir selatan tanam jengkol enak dan langka di indonesia,1,0,0,0,0,0,58,Pesisir Selatan Tanam Jengkol Terenak dan Terlangka di Indonesia
11206,ani baswedan cabut kasasi bebas lahan sodet ciliwung,1,0,0,0,0,0,52,Anies Baswedan Cabut Kasasi Pembebasan Lahan Sodetan Ciliwung
11207,polisi tolong nenek gendong jenazah cucu akan dapat harga,1,1,0,0,0,0,57,Polisi Tolong Nenek Gendong Jenazah Cucu Akan Dapat Penghargaan
11208,liga europa frankfurt vs arsen emeri simpan ozil dan sokrati,1,0,0,0,0,0,60,"Liga Europa: Frankfurt Vs Arsenal, Emery Simpan Ozil dan Sokratis"
11209,ihsg prediksi variatif pasca the fed turun suku bunga,1,0,0,0,0,0,53,IHSG Diprediksi Variatif Pasca The Fed Turunkan Suku Bunga
11210,nikmat hidang musim semi jepang di jakarta,1,0,0,0,0,0,42,Menikmati Hidangan Musim Semi Jepang di Jakarta
11211,bpk temu masalah sri mulyani kita selalu harga,1,0,0,0,0,0,46,"BPK Temukan 14.965 Masalah, Sri Mulyani: Kita Selalu Menghargai"
11212,kpk lemah masyarakat sipil kirim surat ke sekjen pbb,1,0,0,0,0,0,52,"KPK Dilemahkan, Masyarakat Sipil Kirim Surat ke Sekjen PBB"
11213,sakit perut lilit coba atas dengan bahan alami ini,1,1,0,0,0,0,50,"Sakit Perut Melilit, Coba Atasi dengan 7 Bahan Alami Ini"
11214,jadi sangka korupsi menpora imam nahrawi mundur,1,0,0,0,0,0,47,"Jadi Tersangka Korupsi, Menpora Imam Nahrawi Mundur"
11215,revisi uu kpk pakar ada rebut kendali dewan awa,1,0,0,0,0,0,47,"Revisi UU KPK, Pakar: Ada Rebutan Kendali Dewan Pengawas"
11216,zat bahaya pale banyak di rokok yuk henti rokok,1,1,0,0,0,0,47,"3 Zat Bahaya Paling Banyak di Rokok, Yuk Berhenti Merokok"
11217,cerita marselino ferdinan soal ucap bima sakti di ruang ganti,1,1,0,0,0,0,61,Cerita Marselino Ferdinan Soal Ucapan Bima Sakti di Ruang Ganti
11218,ridwan kamil janji beri diskon pajak investor jepang,1,0,0,0,0,0,52,Ridwan Kamil Janji Beri Diskon Pajak Investor Jepang
11219,malindo air aku data tumpang cara masif bocor,1,0,0,0,0,0,45,Malindo Air Akui Data Penumpang Secara Masif Bocor
11220,jabat maju pilkada tangerang selatan airin senyumin aja,1,1,0,0,0,0,55,"3 Pejabat Maju Pilkada Tangerang Selatan, Airin: Senyumin Aja"
11221,realm dan realm pro dirili siang ini di indonesia,1,0,0,0,0,0,49,Realme 5 dan Realme 5 Pro Dirilis Siang Ini di Indonesia
11222,ani kirim personel satga riau kami bukan tolak tapi,1,1,0,0,0,0,51,"Anies Kirim Personel, Satgas Riau: Kami Bukan Menolak, tapi..."
11223,siasat taiwan rayu wisatawan muslim indonesia,1,0,0,0,0,0,45,Siasat Taiwan Merayu Wisatawan Muslim Indonesia
11224,agu rahardjo beri instruksi ke pegawai kpk begini isi,1,1,0,0,0,0,53,"Agus Rahardjo Beri Instruksi ke Pegawai KPK, Begini Isinya"
11225,perempuan di rusia tewa setrum ponsel,1,0,0,0,0,0,37,Perempuan di Rusia Tewas Kesetrum Ponsel
11226,robot milit otonom klaim bahaya apa saja,1,1,0,0,0,0,40,"Robot Militer Otonom Diklaim Berbahaya, Apa Saja?"
11227,traveloka promosi wisata jakarta,1,0,0,0,0,0,32,Traveloka Promosikan Wisata Jakarta
11228,main band di inggri ini suka duka yang alami alif maulana,1,1,0,0,0,0,57,"Main Band di Inggris, ini Suka Duka yang Dialami Alif Maulana"
11229,pupr akan lelang bendung,1,0,0,0,0,0,24,PUPR Akan Lelang 9 Bendungan
11230,alami sakit perut yang tak biasa awa sakit bahaya,1,1,0,0,0,0,49,"Alami Sakit Perut yang Tak Biasa, Awas Penyakit Berbahaya"
11231,jadwal liga rabu ini ada siar langsung tvone,1,0,0,0,0,0,44,Jadwal Liga 2 Rabu Ini: Ada Siaran Langsung TvOne
11232,prediksi liga champion atletico madrid vs juventu,1,0,0,0,0,0,49,Prediksi Liga Champions: Atletico Madrid Vs Juventus
11233,liga champion shakthar vs man cit panggung buat cancelo,1,0,0,0,0,0,55,"Liga Champions: Shakthar Vs Man City, Panggung buat Cancelo"
11234,kpk bentuk tim transisi telaah revisi uu komisi antikorupsi,1,0,0,0,0,0,59,KPK Bentuk Tim Transisi Telaah Revisi UU Komisi Antikorupsi
11235,daihatsu sigra transmisi manual lebih mati ini jelas,1,1,0,0,0,0,52,"Daihatsu Sigra Transmisi Manual Lebih Diminati, Ini Penjelasannya"
11236,china open langsung kanda di babak begini kata fitriani,1,1,0,0,0,0,55,"China Open 2019: Langsung Kandas di Babak 1, Begini Kata Fitriani"
11237,indonesia akan beri beasiswa pada mahasiswa ethiopia,1,0,0,0,0,0,52,Indonesia Akan Beri Beasiswa pada Mahasiswa Ethiopia
11238,liga champion rabu ini preview olympiaco vs tottenham hotspur,1,0,0,0,0,0,61,Liga Champions Rabu Ini: Preview Olympiacos Vs Tottenham Hotspur
11239,era mobil listrik guna peluma bisa turun persen,1,0,0,0,0,0,47,"Era Mobil Listrik, Penggunaan Pelumas Bisa Turun 50 Persen"
11240,pilih anggota bpk dpr duga langgar undangundang,1,0,0,0,0,0,47,"Pemilihan Anggota BPK, DPR Diduga Melanggar Undang-undang"
11241,farri agri rekrut akhir persija lama kiprah di qatar,1,0,0,0,0,0,52,"Farri Agri, Rekrutan Terakhir Persija, Lama Berkiprah di Qatar"
11242,polusi asap sdn cilinc pasang alat sar udara di kela,1,0,0,0,0,0,52,"Polusi Asap, SDN Cilincing Pasang Alat Penyaring Udara di Kelas"
11243,semest i ri tak lagi pimpin jual mobil di asean,1,0,0,0,0,0,47,"Semester I 2019, RI Tak Lagi Pimpin Penjualan Mobil di ASEAN"
11244,garuda aku alas stop layan di bandara kertajati komersi,1,0,0,0,0,0,55,Garuda Akui Alasan Stop Layanan di Bandara Kertajati: Komersial
11245,ini terima anugerah hassan wirajuda lindung wni award,1,1,0,0,0,0,53,Ini Penerima Anugerah Hassan Wirajuda Perlindungan WNI Award 2019
11246,ani baswedan kenang jasa bj habibi bagi per indonesia,1,0,0,0,0,0,53,Anies Baswedan Kenang Jasa BJ Habibie Bagi Pers Indonesia
11247,esport turnamen apex legend polandia tawar hadiah rp m,1,0,0,0,0,0,54,"Esport: Turnamen Apex Legends Polandia Tawarkan Hadiah Rp 7,1 M"
11248,sengketa lahan di kebumen aparat tni gebuk tani hingga luka,1,0,0,0,0,0,59,"Sengketa Lahan di Kebumen, Aparat TNI Gebuk Petani Hingga Terluka"
11249,bakar hutan walhi milik konsesi haru tanggung jawab,1,0,0,0,0,0,51,"Kebakaran Hutan, Walhi: Pemilik Konsesi Harus Bertanggung Jawab"
11250,maskapai terjun ke bisni kurir jasa kirim ekspr tekan,1,0,0,0,0,0,53,"Maskapai Terjun ke Bisnis Kurir, Jasa Pengiriman Ekspres Tertekan"
11251,selain ispa waspada sakit ini akibat bakar hutan,1,1,0,0,0,0,48,"Selain ISPA, Waspada Penyakit Ini Akibat Kebakaran Hutan"
11252,bj habibi berkacakaca dengar lagu kamu dan kenang,1,0,0,0,0,0,49,BJ Habibie Berkaca-kaca Dengar Lagu Kamu dan Kenangan
11253,malaysia sebut ri kirim asap gubernur sumsel itu dari mereka,1,0,0,0,0,0,60,"Malaysia Sebut RI Kirim Asap, Gubernur Sumsel: Itu dari Mereka"
11254,jelas inisi kenapa esemka masih pakai onderdil cina,1,1,0,0,0,0,51,Penjelasan Inisiator Kenapa Esemka Masih Pakai Onderdil Cina
11255,pilih wali kota tangsel aktivi icw klaim raih dukung,1,0,0,0,0,0,52,"Pemilihan Wali Kota Tangsel, Aktivis ICW Klaim Raih Dukungan"
11256,tarung mma ini sesumbar mampu kalah khabib nurmagomedov,1,0,0,0,0,0,55,Petarung MMA Ini Sesumbar Mampu Kalahkan Khabib Nurmagomedov
11257,kenang karya bj habibi ahok orang tidak akan lupa,1,0,0,0,0,0,49,"Kenang Karya BJ Habibie, Ahok: Orang Tidak Akan Lupa"
11258,habibi dan pesawat rancang n yang larang terbang,1,0,0,0,0,0,48,Habibie dan Pesawat Rancangannya N250 yang Dilarang Terbang
11259,waris bj habibi dari bppt gatotkaca sampai teori crack,1,1,0,0,0,0,54,"5 Warisan BJ Habibie: dari BPPT, Gatotkaca sampai Teori Crack"
11260,tiru cara buat popcorn remaja di cina malah tewa,1,1,0,0,0,0,48,"Meniru Cara Buat Popcorn, Remaja di Cina Malah Tewas"
11261,sri mulyani kenang habibi bapak bangsa yang cinta,1,0,0,0,0,0,49,Sri Mulyani Mengenang Habibie: Bapak Bangsa yang Dicintai
11262,beda serum dengan essenc samasama cegah gejala tua kulit,1,1,0,0,0,0,56,"Beda Serum dengan Essence, Sama-sama Cegah Gejala Penuaan Kulit"
11263,kpk panggil saksi untuk sangka imam nahrawi,1,0,0,0,0,0,43,KPK Panggil Saksi untuk Tersangka Imam Nahrawi
11264,ac bisa bikin mata kere cegah dengan posisi ini,1,1,0,0,0,0,47,"AC Bisa Bikin Mata Kering, Cegah dengan Posisi Ini"
11265,bursa transfer liga barito putera datang mantan main,1,0,0,0,0,0,52,Bursa Transfer Liga 1: Barito Putera Datangkan 2 Mantan Pemainnya
11266,rimba bakar hutan mampu bangkit listrik merosot,1,0,0,0,0,0,47,"Terimbas Kebakaran Hutan, Kemampuan Pembangkit Listrik Merosot"
11267,kur rupiah jisdor kuat ke per dolar as,1,0,0,0,0,0,38,Kurs Rupiah Jisdor Menguat ke 14.085 per Dolar AS
11268,jokowi terima nasihat hubung luar negeri presiden cina,1,0,0,0,0,0,54,Jokowi Terima Penasihat Hubungan Luar Negeri Presiden Cina
11269,ketika djanur laku judi dan evan dima jadi cadang,1,0,0,0,0,0,49,Ketika Djanur Lakukan Perjudian dan Evan Dimas Jadi Cadangan
11270,gemar cari info dari internet cek tantang orang tua mileni,1,1,0,0,0,0,58,"Gemar Cari Info dari Internet, Cek Tantangan Orang Tua Milenial"
11271,sebab aplikasi tempo sempat hilang dari play store,1,1,0,0,0,0,50,Penyebab Aplikasi Tempo Sempat Hilang dari Play Store
11272,veronica koman jadi buron polisi dunia,1,0,0,0,0,0,38,Veronica Koman Jadi Buronan Polisi Sedunia
11273,top skor liga inggri liga spanyol liga italia akhir pekan ini,1,0,0,0,0,0,61,"Top Skor Liga Inggris, Liga Spanyol, Liga Italia Akhir Pekan Ini"
11274,saksi polisi soal ambul bawa batu parkir di kampung bal,1,0,0,0,0,0,55,Kesaksian Polisi Soal Ambulans Bawa Batu Parkir di Kampung Bali
11275,hotel riau akan tampung warga kena dampak bakar hutan,1,0,0,0,0,0,53,Hotel Riau Akan Tampung Warga Terkena Dampak Kebakaran Hutan
11276,larang ngobrol saat ukur tekan darah apa sebab,1,1,0,0,0,0,46,"Dilarang Ngobrol Saat Mengukur Tekanan Darah, Apa Sebabnya"
11277,toyota calya dan agya mana yang lebih tarik bagi konsumen,1,1,0,0,0,0,57,"Toyota Calya dan Agya, Mana yang Lebih Menarik Bagi Konsumen?"
11278,sri mulyani ingin lulus stan jadi pendekar antikorupsi,1,0,0,0,0,0,54,Sri Mulyani Ingin Lulusan STAN Jadi Pendekar Antikorupsi
11279,belum paraf jokowi uu kpk sudah gugat mahasiswa ke mk,1,0,0,0,0,0,53,"Belum Diparaf Jokowi, UU KPK Sudah Digugat Mahasiswa ke MK"
11280,mahasiswa ancam bawa massa lebih besar ke gedung dpr,1,0,0,0,0,0,52,Mahasiswa Ancam Bawa Massa Lebih Besar ke Gedung DPR
11281,konvoi mobil listrik hari ini begini rekayasa lalu lintas,1,1,0,0,0,0,57,"Konvoi Mobil Listrik Hari Ini, Begini Rekayasa Lalu Lintasnya."
11282,buwa ancam bongkar modu bpnt bagaimana sistem salur,1,1,0,0,0,0,51,"Buwas Ancam Bongkar Modus BPNT, Bagaimana Sistem Penyalurannya?"
11283,sea game jalan pelatna bulan kick box siap tand,1,0,0,0,0,0,47,"SEA Games 2019: Jalani Pelatnas 3 Bulan, Kick Boxing Siap Tanding"
11284,hatihati terong dan makan ini bahaya jika konsumsi mentah,1,1,0,0,0,0,57,"Hati-hati, Terong dan 6 Makanan Ini Bahaya jika Dikonsumsi Mentah"
11285,tantang perdana latih bhayangkara fc hadap bal unit,1,0,0,0,0,0,51,Tantangan Perdana Pelatih Bhayangkara FC Hadapi Bali United
11286,rumah masa kecil bj habibi di parepar jual dui labba,1,0,0,0,0,0,52,Rumah Masa Kecil BJ Habibie di Parepare Dijual 4.000 Dui Labba
11287,final aov star leagu gelar besok tonton bisa dapat hadiah,1,0,0,0,0,0,57,"Final AOV Star League Digelar Besok, Penonton Bisa Dapat Hadiah"
11288,bank mandiri target kredit umkm tumbuh persen pada,1,0,0,0,0,0,50,Bank Mandiri Targetkan Kredit UMKM Tumbuh 12 Persen pada 2019
11289,perintah minta rapat revisi uu kpk buka untuk umum,1,0,0,0,0,0,50,Pemerintah Minta Rapat Revisi UU KPK Terbuka untuk Umum
11290,ikut arah ani jakpu imbau pegawai mulai guna sepeda,1,0,0,0,0,0,51,"Ikut Arahan Anies, Jakpus Imbau Pegawai Mulai Gunakan Sepeda"
11291,ptdi bakal murni hak produksi pesawat rancang bj habibi,1,0,0,0,0,0,55,PTDI Bakal Murnikan Hak Produksi Pesawat Rancangan BJ Habibie
11292,ini dia destinasi wisata pilih tokopedia,1,1,0,0,0,0,40,Ini Dia Destinasi Wisata Pilihan Tokopedia
11293,miliard jepang sebut brexit mustahil wujud,1,0,0,0,0,0,42,Miliarder Jepang Sebut Brexit Mustahil Diwujudkan
11294,putus arbitrasi abai xi tawar dutert persen saham,1,0,0,0,0,0,49,"Putusan Arbitrasi Diabaikan, Xi Tawarkan Duterte 60 Persen Saham"
11295,dukung bal baru bank mandiri salur kur pariwisata rp t,1,0,0,0,0,0,54,"Dukung Bali Baru, Bank Mandiri Salurkan KUR Pariwisata Rp 2,48 T"
11296,akg game salim group pasar world of warcraft,1,0,0,0,0,0,44,AKG Games Salim Group Pasarkan World of Warcraft
11297,imparsi tunda kesah rkuhp terbit perpu kpk,1,0,0,0,0,0,42,"Imparsial: Tunda Pengesahan RKUHP, Terbitkan Perpu KPK"
11298,waspada bocor stok ikan,1,0,0,0,0,0,23,Waspadai Kebocoran Stok Ikan
11299,lawan kembali oligarki,1,0,0,0,0,0,22,Melawan Kembalinya Oligarki
11300,lagi kkp tangkap kapal ikan asal malaysia,1,0,0,0,0,0,41,"Lagi, KKP Tangkap Kapal Ikan Asal Malaysia"
11301,nikmat instrumen musik bambu ala endo suanda,1,0,0,0,0,0,44,Menikmati Instrumen Musik Bambu Ala Endo Suanda
11302,firli bahuri ketua kpk sarat kontroversi,1,0,0,0,0,0,40,"Firli Bahuri, Ketua KPK Sarat Kontroversi"
11303,ombudsman naik iur bpj sehat tak selesai masalah,1,0,0,0,0,0,48,Ombudsman: Kenaikan Iuran BPJS Kesehatan Tak Selesaikan Masalah
11304,perintah siap fasilita uji tabrak bisa untuk mobil listrik,1,0,0,0,0,0,58,"Pemerintah Siapkan Fasilitas Uji Tabrak, Bisa untuk Mobil Listrik"
11305,alas nissan leaf klaim cocok untuk aktivita hari,1,1,0,0,0,0,48,Alasan Nissan Leaf Diklaim Cocok untuk Aktivitas Harian
11306,menhub selidik konflik sriwijaya air dengan citilink indonesia,1,0,0,0,0,0,62,Menhub Selidiki Konflik Sriwijaya Air dengan Citilink Indonesia
11307,luas ganjil genap banyak langgar di jalan gunung sahari,1,0,0,0,0,0,55,"Perluasan Ganjil Genap, Banyak Pelanggar di Jalan Gunung Sahari"
11308,alas fahri hamzah dukung jokowi bangun istana di papua,1,1,0,0,0,0,54,Alasan Fahri Hamzah Dukung Jokowi Bangun Istana di Papua
11309,ketidakpedulian orang tua sebab anak obesita,1,0,0,0,0,0,44,Ketidakpedulian Orang Tua Penyebab Anak Obesitas
11310,tira persikabo vs persib bandung erwin ramdani punya target ini,1,1,0,0,0,0,63,"Tira Persikabo vs Persib Bandung, Erwin Ramdani Punya Target Ini"
11311,kembang soft skill di universita,1,0,0,0,0,0,32,Pengembangan Soft Skill di Universitas
11312,bakar hutan jalur daki gunung merbabu tutup,1,1,0,0,0,0,43,"Kebakaran Hutan, 5 Jalur Pendakian Gunung Merbabu Ditutup"
11313,akhir pekan di kampung bj habibi ini dia tempat nongkrongnya,1,1,0,0,0,0,60,"Akhir Pekan di Kampung BJ Habibie, Ini Dia Tempat Nongkrongnya"
11314,prediksi liga kalteng putra vs baya surabaya,1,0,0,0,0,0,44,Prediksi Liga 1: Kalteng Putra vs Persebaya Surabaya
11315,bu listrik kendala regulasi dki minta kemenhub revisi uu,1,0,0,0,0,0,56,"Bus Listrik Terkendala Regulasi, DKI Minta Kemenhub Revisi UU"
11316,wali kota bekas honor rtrw tahun ini hanya lima bulan,1,0,0,0,0,0,53,Wali Kota Bekasi: Honor RT/RW Tahun Ini Hanya Lima Bulan
11317,sekjen itu telecom world apresiasi rampung palapa ring,1,0,0,0,0,0,54,Sekjen ITU Telecom World 2019 Apresiasi Rampungnya Palapa Ring
11318,alas tak boleh sebut anak gemuk ini kata tel,1,1,0,0,0,0,44,"Alasan Tak Boleh Menyebut Anak Gemuk, Ini Kata Peneliti"
11319,manfaat daun seledri cegah kanker sampai turun gula darah,1,1,0,0,0,0,57,"6 Manfaat Daun Seledri, Cegah Kanker sampai Turunkan Gula Darah"
11320,agar madam listrik tak ulang pln laku hal,1,1,0,0,0,0,41,"Agar Pemadaman Listrik Tak Berulang, PLN Lakukan 9 Hal"
11321,lelang stadion bmw polemik jakpro kan prose nilai,1,0,0,0,0,0,49,"Lelang Stadion BMW Berpolemik, Jakpro Beberkan Proses Penilaian"
11322,bakti mertua program labuh tanjung priok ramah difabel,1,0,0,0,0,0,54,"Bakti Mertua, Program Pelabuhan Tanjung Priok Ramah Difabel"
11323,arkeolog temu lukis purba motif bumerang di karst fakfak,1,0,0,0,0,0,56,Arkeolog Temukan Lukisan Purba Bermotif Bumerang di Karst Fakfak
11324,carri lam minta perintah ase tidak campur urus hong kong,1,0,0,0,0,0,56,Carrie Lam Minta Pemerintah Asing Tidak Campuri Urusan Hong Kong
11325,lahan proyek kereta cepat jakartabandung kurang persen,1,0,0,0,0,0,54,Lahan Proyek Kereta Cepat Jakarta-Bandung Kurang 1 Persen
11326,uji layak capim kpk anak buah irjen firli gelar doa sama,1,0,0,0,0,0,56,"Uji Kelayakan Capim KPK, Anak Buah Irjen Firli Gelar Doa Bersama"
11327,putus serat optik di cikini juga ganggu jaring telepon,1,0,0,0,0,0,54,Pemutusan Serat Optik di Cikini Juga Ganggu Jaringan Telepon
11328,alas bmw tetap rawat pasar di daerah,1,1,0,0,0,0,36,Alasan BMW Tetap Merawat Pasar di Daerah
11329,alas transjakarta mau pasang kamera etl di jalur busway,1,1,0,0,0,0,55,Alasan Transjakarta Mau Pasang Kamera E-TLE di Jalur Busway
11330,bappena ibu kota baru bisa tahan dampak lemah ekonomi dunia,1,0,0,0,0,0,59,Bappenas: Ibu Kota Baru Bisa Tahan Dampak Pelemahan Ekonomi Dunia
11331,imf usul wanita ini jadi ganti christin lagard,1,1,0,0,0,0,46,IMF Usulkan Wanita Ini Jadi Pengganti Christine Lagarde
11332,rafael nadal gemar makan buah zaitun cek manfaat baik,1,1,0,0,0,0,53,"Rafael Nadal Gemar Makan Buah Zaitun, Cek 5 Manfaat Baiknya"
11333,terima uang cari suaka kembali ke tampung di kalider,1,0,0,0,0,0,52,"Terima Uang, Pencari Suaka Kembali ke Penampungan di Kalideres"
11334,ini jumlah bayar tarung di ufc khabib vs poirier,1,1,0,0,0,0,48,Ini Jumlah Bayaran Petarung di UFC 242: Khabib vs Poirier
