,Unnamed: 0,title,category,has_exclamation,has_question,has_number,num_count,mark_count,original_title,label_score
5017,5017,tiga laku bala hutan di riau angkut dengan helikopt,Regional_&_Daerah,0,0,0,0,0,Tiga Pelaku Pembalakan Hutan di Riau Diangkut dengan Helikopter,0
7720,7720,umji gfriend post foto cantik netizen sebut opla hasil sindir jooe momoland,Hiburan_&_Selebriti,0,0,0,0,1,"Umji G-Friend Posting Foto Cantik, Netizen Sebut 'Oplas Berhasil' Sindir JooE Momoland",1
1309,1309,sinopsi sinetron orang tiga tayang rabu april,Hiburan_&_Selebriti,0,0,1,6,1,"Sinopsis Sinetron 'ORANG KETIGA' Tayang Rabu, 24 April 2019",0
7844,7844,anya geraldin nyata kerja samping ternak lele dan bebek bikin salut ini alas,Hiburan_&_Selebriti,0,0,0,0,1," Anya Geraldine Ternyata Kerja Sampingan Ternak Lele dan Bebek Bikin Salut, Ini Alasannya",1
3757,3757,begini sosok syahril warga asal medan deli yang tusuk wiranto,Berita_indonesia,0,0,0,0,1,"Begini Sosok Syahril, Warga asal Medan Deli yang Menusuk Wiranto",1
6652,6652,masalah takut meni atau gamophobia sudah tahu,Gaya_Hidup_&_Kesehatan,0,1,0,0,2,"Masalah Takut Menikah Atau Gamophobia, Sudah Tahu?",1
1758,1758,polisi keroyok pemuda garagara uang parkir,Berita_indonesia,0,0,1,1,0,Polisi Dikeroyok 4 Pemuda Gara-gara Uang Parkir,0
4494,4494,perintah jamin laksana uu otsu papua lanjut,Berita_indonesia,0,0,0,0,0,Pemerintah Jamin Pelaksanaan UU Otsus Papua Dilanjutkan,0
8458,8458,jungkook bt perdana muncul di depan publik pasca isu kencan seniman tato,Hiburan_&_Selebriti,0,0,0,0,0,Jungkook BTS Perdana Muncul di Depan Publik Pasca Isu Kencani Seniman Tato,1
143,143,hut ke tni al akan teru tingkat sdm untuk indonesia maju,Berita_indonesia,0,0,1,2,1,"HUT Ke-74, TNI AL Akan Terus Tingkatkan SDM untuk Indonesia Maju",0
3015,3015,jokowi jangan sampai karhutla ganggu terbang,Berita_indonesia,0,0,0,0,0,Jokowi: Jangan Sampai Karhutla Ganggu Penerbangan,0
4582,4582,mengapa pria lebih rentan alami bota,Travel_&_Pariwisata,0,1,0,0,1,Mengapa Pria Lebih Rentan Alami Kebotakan?,1
7935,7935,keluarga mahasiwa korban demo kendari tolak temu polisi dan tuntut tangkap laku,Berita_indonesia,0,0,0,0,0,Keluarga Mahasiwa Korban Demo Kendari Tolak Temui Polisi Dan Tuntut Penangkapan Pelaku,0
1703,1703,jokowi istana presiden bangun di papua mulai tahun depan,Berita_indonesia,0,0,0,0,0,Jokowi: Istana Presiden Dibangun di Papua Mulai Tahun Depan,0
1762,1762,hari tanpa bayang di indonesia bagaimana bisa jadi,Teknologi_&_Sains,0,1,0,0,2,"Hari Tanpa Bayangan di Indonesia, Bagaimana Bisa Terjadi?",1
2476,2476,sterilisasi trotoar dishub dki jakarta akan laku kanalisasi jalan,Berita_indonesia,0,0,0,0,1,"Sterilisasi Trotoar, Dishub DKI Jakarta Akan Lakukan Kanalisasi Jalan",0
3633,3633,timna indonesia u vs filipina bisa saksi di sini,Olahraga,0,0,1,2,0, Timnas Indonesia U-16 vs Filipina Bisa Disaksikan di Sini,1
2886,2886,otorita uang swiss laku libra seperti bank,Teknologi_&_Sains,0,0,0,0,0,Otoritas Keuangan Swiss Perlakukan Libra seperti Bank,0
3937,3937,tnipln teken kerja sama aman sistem ketenagalistrikan,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,TNI-PLN Teken Kerja sama Pengamanan Sistem Ketenagalistrikan,0
5395,5395,ini manfaat konsumsi vitamin c cara atur bagi tubuh,Gaya_Hidup_&_Kesehatan,0,0,0,0,0,Ini Manfaat Mengonsumsi Vitamin C Secara Teratur bagi Tubuh,1
2504,2504,heboh aku barbi nouva pernah ancam pistol dan perkosa,Hiburan_&_Selebriti,0,0,0,0,0,Heboh Pengakuan Barbie Nouva Pernah Diancam Pistol dan Diperkosa,1
2308,2308,pidana kasu korupsi fuad amin meningg kena serang jantung,Berita_indonesia,0,0,0,0,0,Terpidana Kasus Korupsi Fuad Amin Meninggal Kena Serangan Jantung,0
5135,5135,benq beri solusi sistem broadcast generasi baru untuk kampu,Teknologi_&_Sains,0,0,0,0,0,BenQ Beri Solusi Sistem Broadcast Generasi Terbaru untuk Kampus,0
318,318,mpr ikut ramai festiv konstitusi dan anti korupsi di ugm,Berita_indonesia,0,0,0,0,0,MPR Ikut Ramaikan Festival Konstitusi dan Anti Korupsi di UGM,0
1210,1210,foto dengan rafathar gigi al ghazali justru jadi sorot netizen,Hiburan_&_Selebriti,0,0,0,0,1,"Berfoto Dengan Rafathar, Gigi Al Ghazali Justru Jadi Sorotan Netizen",0
5978,5978,data tumpang bocor lion air aku jadi korban,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,1,"Data Penumpang Bocor, Lion Air Mengaku Jadi Korban",0
6801,6801,prediksi timna u vs filipina di kualifikasi piala afc u,Olahraga,0,0,1,4,0,Prediksi Timnas U-16 Vs Filipina di Kualifikasi Piala AFC U-16,0
6123,6123,tolak revisi uu kpk dosen linta universita tanda tangan,Berita_indonesia,0,0,1,4,2,"Tolak Revisi UU KPK, 1.717 Dosen Lintas Universitas Tanda Tangan",0
876,876,caesar hito siap naik pelamin tahun depan,Berita_indonesia,0,0,0,0,0,Caesar Hito Siap Naik Pelaminan Tahun Depan,0
3239,3239,jelang masa jabat habi ini gaya pamit para menteri ekonomi,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,1,"Jelang Masa Jabatan Habis, Ini Gaya Pamitan Para Menteri Ekonomi",1
8060,8060,richard kyle serang netizen usai komentar postingan foto seksi cinta laura,Hiburan_&_Selebriti,0,0,0,0,0,Richard Kyle Diserang Netizen Usai Komentari Postingan Foto Seksi Cinta Laura,1
4168,4168,iur bpj naik bandung kaji opsi asuransi sehat lain,Berita_indonesia,0,0,0,0,1,"Iuran BPJS Naik, Bandung Kaji Opsi Asuransi Kesehatan Lain",0
5549,5549,susun main brunei vs timna indonesia u,Olahraga,0,0,1,2,0,Susunan Pemain Brunei vs Timnas Indonesia U-16,0
1907,1907,pek akhir suhu di bengkulu makin dingin ini sebab,Berita_indonesia,0,0,0,0,1,"Sepekan Terakhir Suhu di Bengkulu Makin Dingin, Ini Penyebabnya",1
7660,7660,tina toon pamer kursi di gedung dpr papan nama tampil identita ganda sorot,Hiburan_&_Selebriti,0,0,0,0,1," Tina Toon Pamer Kursi Di Gedung DPR, Papan Nama Tampilkan Identitas Ganda Disorot",1
5150,5150,interaksi ajar ajar lewat platfrom digit luncur,Berita_indonesia,0,0,0,0,0,Interaksi Belajar Mengajar lewat Platfrom Digital Diluncurkan,0
579,579,agar siswa tak demo turun ke jalan ini yang laku disdik jateng,Berita_indonesia,0,0,0,0,1,"Agar Siswa Tak Demo Turun ke Jalan, Ini yang Dilakukan Disdik Jateng",1
3777,3777,potong honor pegawai hingga kepala puskesma di labuhanbatu kena ott,Berita_indonesia,0,0,1,2,1,"Potong Honor Pegawai Hingga 25%, Kepala Puskesmas di Labuhanbatu Kena OTT",0
5829,5829,iwan fal unggul dari jabat dan politis untuk calon wali kota depok,Regional_&_Daerah,0,0,0,0,0,Iwan Fals Unggul dari Pejabat dan Politisi untuk Calon Wali Kota Depok,0
3527,3527,sara wijayanto dan ana cikey ungkap upah para sebar santet,Hiburan_&_Selebriti,0,0,0,0,0,Sara Wijayanto dan Ana Cikey Ungkap 'Upah' para Penyebar Santet ,1
690,690,gubernur riau desak tetap statu darurat asap,Berita_indonesia,0,0,0,0,0,Gubernur Riau Didesak Tetapkan Status Darurat Asap,0
1065,1065,ini hadiah istimewa gemar di hari ulang tahun lisa blackpink,Hiburan_&_Selebriti,0,0,0,0,0,Inilah Hadiah Istimewa Penggemar di Hari Ulang Tahun Lisa Blackpink,1
849,849,asap di batas acehsumut pekat jarak pandang meter,Berita_indonesia,0,0,1,3,1,"Asap di Perbatasan Aceh-Sumut Pekat, Jarak Pandang 100 Meter",0
3883,3883,gubernur kalteng tembak di tempat edar narkoba,Berita_indonesia,1,0,0,0,1,Gubernur Kalteng : Tembak di Tempat Pengedar Narkoba!,1
5989,5989,anak bunuh bapak tiri di bekas karena tak terima nasihat,Regional_&_Daerah,0,0,0,0,0,Anak Bunuh Bapak Tiri di Bekasi karena Tak Terima Dinasihati,0
2168,2168,bakar pasar modern bintaro duga akibat korslet listrik,Berita_indonesia,0,0,0,0,0,Kebakaran Pasar Modern Bintaro Diduga akibat Korsleting Listrik,0
6876,6876,cara menhub kerek pamor bandara kertajati pasca garuda hengkang,Berita_indonesia,0,0,0,0,0,Cara Menhub Kerek Pamor Bandara Kertajati Pasca Garuda Hengkang,1
202,202,korut tembak proyektil tak ken usai tawar dialog dengan as,Berita_indonesia,0,0,0,0,0,Korut Tembakkan Proyektil Tak Dikenal Usai Tawarkan Dialog dengan AS,0
2551,2551,ada peran klopp dalam transfer coutinho ke bayern munchen,Olahraga,0,0,0,0,0,Ada Peran Klopp dalam Transfer Coutinho ke Bayern Munchen,1
7161,7161,dian sastro aku pernah diam suami lama dua hari desta dan vincent kaget dengar sebab,Hiburan_&_Selebriti,0,0,0,0,1,"Dian Sastro Akui Pernah Didiamkan Suami Selama Dua Hari, Desta dan Vincent Kaget Dengar Penyebabnya",1
8234,8234,ini lagu kpop lama yang tempat posisi top tahun di gaon,Hiburan_&_Selebriti,0,0,1,9,0,Inilah 10 Lagu K-Pop Terlama Yang Tempati Posisi Top 100 Tahun 2018 di Gaon,1
2244,2244,rumah nana spongebob ada di dunia nyata yuk intip,Travel_&_Pariwisata,1,0,0,0,2,"Rumah Nanas Spongebob Ada di Dunia Nyata, Yuk Intip!",1
2581,2581,perhati hal ini belum ganti shockbreak honda adv,Teknologi_&_Sains,0,0,1,3,0,Perhatikan Hal Ini Sebelum Ganti Shockbreaker Honda ADV150,1
1637,1637,wanita dengan tubuh isi bukti bikin pria lebih bahagia,Gaya_Hidup_&_Kesehatan,0,0,0,0,0,Wanita dengan Tubuh Berisi Terbukti Bikin Pria Lebih Bahagia,1
5515,5515,tan tegas sudah realokasi pupuk subsidi untuk sumut,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,Kementan Tegaskan Sudah Realokasi Pupuk Subsidi untuk Sumut,0
3355,3355,raya hari jadi komunita biker brotherhood mc angkat tenar mayor,Teknologi_&_Sains,0,0,1,1,1,"Rayakan Hari Jadi, Komunitas Bikers Brotherhood 1% MC Angkat Ketenaran Kemayoran",0
4960,4960,soal balap formula e pemprov dki teru kebut siap tekni,Regional_&_Daerah,0,0,0,0,1,"Soal Balapan Formula E, Pemprov DKI Terus Kebut Persiapan Teknis",0
1393,1393,crazi rich pluit pria ini beli yacht raffi ahmad cash miliar,Hiburan_&_Selebriti,1,0,1,1,2,Crazy Rich Pluit! Pria Ini Beli Yacht Raffi Ahmad Cash 4 Miliar!,1
7000,7000,tip aman kendara dalam kondisi kabut asap ekstrim,Teknologi_&_Sains,0,0,0,0,0,Tips Aman Berkendara dalam Kondisi Kabut Asap Ekstrim,1
6023,6023,cerita demi moor atas puruk telah cerai,Gaya_Hidup_&_Kesehatan,0,0,0,0,0,Cerita Demi Moore Atasi Keterpurukan setelah Bercerai,1
7417,7417,pasang zodiak yang hubung tahan lama virgo dan capricorn cipta satu sama lain,Gaya_Hidup_&_Kesehatan,0,0,1,1,1,"8 Pasangan Zodiak yang Hubungannya Bertahan Lama, Virgo dan Capricorn Tercipta Satu Sama Lain",1
2788,2788,agar masyarakat bisa layat bj habibi atur ganjil genap di tiga jalan ini tak laku,Berita_indonesia,0,0,0,0,1,"Agar Masyarakat Bisa Melayat BJ Habibie, Aturan Ganjil Genap di Tiga Jalan Ini Tak Berlaku",1
5859,5859,wawako maulana tutup semarak muharram kota jambi,Regional_&_Daerah,0,0,0,0,0,Wawako Maulana Tutup Semarak Muharram Kota Jambi,0
3679,3679,derita ganggu dengar risiko demensia,Gaya_Hidup_&_Kesehatan,0,0,0,0,0,Penderita Gangguan Pendengaran Berisiko Demensia,0
7599,7599,suzi pilih karakt di while you were sleep pale cocok dengan,Hiburan_&_Selebriti,0,0,0,0,0,Suzy Pilih Karakter di 'While You Were Sleeping' Paling Cocok Dengannya,1
4265,4265,smpsma arrohmah putri gelar oversea malaysiasingapura,Konsultasi_&_Opini,0,0,0,0,0,SMP-SMA Ar-Rohmah Putri Gelar Overseas Malaysia-Singapura,0
4820,4820,tel senior kenang habibi bagai pimpin egalit,Berita_indonesia,0,0,0,0,0,Peneliti Senior Kenang Habibie Sebagai Pemimpin Egaliter,0
8117,8117,simak tip ini untuk guna sheet mask dengan benar biar hasil lebih maksim,Gaya_Hidup_&_Kesehatan,0,0,1,1,1,"Simak 8 Tips Ini Untuk Menggunakan Sheet Mask dengan Benar, Biar Hasilnya Lebih Maksimal",1
7745,7745,verrel bramasta tuai komentar heran usai post foto tidur mangap di pesawat,Hiburan_&_Selebriti,0,0,0,0,0,Verrell Bramasta Tuai Komentar Heran Usai Posting Foto Tidur Mangap di Pesawat,1
7425,7425,live stream pss sleman vs persipura liga via vidiocom tonton di hp,Hiburan_&_Selebriti,0,0,1,5,4,"Live Streaming PSS Sleman vs Persipura, Liga 1 2019, Via Vidio.com, Tonton di Hp",0
8418,8418,bikin ngakak begini aksi via vallen saat bala jahil tukang eskrim di turki,Hiburan_&_Selebriti,0,0,0,0,1,"Bikin Ngakak, Begini Aksi Via Vallen Saat Balas Jahili Tukang Eskrim Di Turki",1
2096,2096,kecewa dengan senjata yang dibe suruh kivlan bilang cocok untuk tembak tiku,Berita_indonesia,0,0,0,0,1,"Kecewa dengan Senjata yang Dibeli Suruhannya, Kivlan Bilang Cocoknya untuk Tembak Tikus",0
787,787,bppt kan kendala bikin hujan buat tahan kabut asap,Berita_indonesia,0,0,0,0,0,BPPT Beberkan Kendala Bikin Hujan Buatan: Tertahan Kabut Asap,0
7502,7502,nama sebut jadi calon wali kota manado enda ungu jadi pasha panutan sere ngobrol politik,Hiburan_&_Selebriti,0,0,0,0,2,"Namanya Disebut Jadi Calon Wali Kota Manado, Enda Ungu Jadikan Pasha Panutan, Sering Ngobrol Politik",1
1292,1292,masuk gang sempit ikut fakta rumah asli barbi kumalasari dan galih ganjar,Hiburan_&_Selebriti,0,0,1,1,1,"Masuk Gang Sempit, Berikut 4 Fakta Rumah Asli Barbie Kumalasari dan Galih Ginanjar",1
1614,1614,tinggal di lingkung sinea tetangga joko anwar ada tara basro sampai dima anggara,Hiburan_&_Selebriti,0,0,0,0,1,"Tinggal di Lingkungan Sineas, Tetangga Joko Anwar Ada Tara Basro Sampai Dimas Anggara",0
6955,6955,cara atas keringat lebih seperti rafael nadal,Gaya_Hidup_&_Kesehatan,0,0,1,1,0,5 Cara Atasi Keringat Berlebih seperti Rafael Nadal,1
7826,7826,tangkap gegara kasu narkoba putri sri bintang tegas tak kait politik,Berita_indonesia,0,0,0,0,1,"Ditangkap Gegara Kasus Narkoba, Putri Sri Bintang Tegaskan Tak Terkait Politik",1
7155,7155,rekam orang buron edar narkoba video ini ungkap sebab celaka innova vs bu mira,Regional_&_Daerah,0,0,0,0,1,"Direkam Seorang Buron Pengedar Narkoba, Video Ini Ungkap Sebab Kecelakaan Innova vs Bus Mira",1
2174,2174,peran nu rekat satu dan bangun nasion dalam kaji akademisi universita brawijaya,Berita_indonesia,0,0,0,0,0,Peran NU Rekatkan Persatuan dan Pembangunan Nasional dalam Kajian Akademisi Universitas Brawijaya,0
8049,8049,natal portman akhir ungkap alas kenapa jane foster tak muncul di thor ragnarok,Hiburan_&_Selebriti,0,0,0,0,0,Natalie Portman Akhirnya Ungkap Alasan Kenapa Jane Foster Tak Muncul di 'Thor: Ragnarok',1
3090,3090,pansu pindah ibu kota akan panggil ani baswedan dan isran noor,Berita_indonesia,0,0,0,0,0,Pansus Pemindahan Ibu Kota Akan Panggil Anies Baswedan dan Isran Noor ,0
6944,6944,prestasi persib b kian buruk liestiadi undur diri,Olahraga,0,0,0,0,1,"Prestasi Persib B Kian Memburuk, Liestiadi Mengundurkan Diri",0
3894,3894,dor laku curanmor badan besar nang sampai ngompol,Berita_indonesia,1,0,0,0,3,Dor!!! Pelaku Curanmor Berbadan Besar Nangis Sampai Ngompol,1
7293,7293,link live stream timna indonesia vs thailand di kualifikasi piala dunia pukul wib,Hiburan_&_Selebriti,0,0,1,8,2,"Link Live Streaming Timnas Indonesia Vs Thailand di Kualifikasi Piala Dunia 2022, Pukul 19.30 WIB",0
6674,6674,rkuhp rampung dibaha pdip dan gerindra beda soal kumpul kebo,Berita_indonesia,0,0,0,0,1,"RKUHP Rampung Dibahas, PDIP dan Gerindra Beda Soal Kumpul Kebo",0
1562,1562,siapa sangka sampo favorit alodita nyata ada di supermarket,Hiburan_&_Selebriti,1,0,0,0,2,"Siapa Sangka, Sampo Favorit Alodita Ternyata Ada di Supermarket!",1
5851,5851,pubg mobil royal season debut ini baru yang perlu poin,Teknologi_&_Sains,0,0,1,1,1,"PUBG Mobile Royale Season 9 Debut, Ini Pembaruan yang Perlu 'Dikepoin'",1
2468,2468,demokrat tunggu rekomendasi dpp kait pimpin dprd dki,Berita_indonesia,0,0,0,0,0,Demokrat Tunggu Rekomendasi DPP terkait Pimpinan DPRD DKI,0
3968,3968,hut ke bri agro sedia hadiah ratus juta rupiah,"Keuangan,Ekonomi_&_Bisnis",0,0,1,2,1,"HUT Ke-30, BRI Agro Sediakan Hadiah Ratusan Juta Rupiah",0
8438,8438,jung il woo makin ganteng dengan rambut gondrong fan malah senggol jungkook bt,Hiburan_&_Selebriti,0,0,0,0,1,"Jung Il Woo Makin Ganteng dengan Rambut Gondrong, Fans Malah Senggol Jungkook BTS",1
3960,3960,tidur siang kali minggu kurang mungkin serang jantung,Berita_indonesia,0,0,1,2,0,Tidur Siang 1-2 Kali Seminggu Kurangi Kemungkinan Serangan Jantung,0
1682,1682,dalang atur skor peteni brasil kena hukum umur hidup,Olahraga,0,0,0,0,1,"Dalangi Pengaturan Skor, Petenis Brasil Kena Hukuman Seumur Hidup",0
7975,7975,jenni blackpink bilang tari kelab malam fan tak terima,Hiburan_&_Selebriti,0,0,0,0,1,"Jennie BLACKPINK Dibilang Penari Kelab Malam, Fans Tak Terima",1
6404,6404,ombudsman saran atur kemendag kembali wajib label halal,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,Ombudsman Sarankan Aturan Kemendag Kembali Wajibkan Label Halal,0
1728,1728,bakar di sorong papua hangus rumah petak dan satu ruko,Berita_indonesia,0,0,1,2,0,Kebakaran di Sorong Papua Hanguskan 10 Rumah Petak dan Satu Ruko,0
8146,8146,ambon guncang jumlah gempa dalam malam,Berita_indonesia,0,0,0,0,0,Ambon Diguncang Sejumlah Gempa Dalam Semalam,0
2334,2334,anang dan ashanti jual rumah mewah di ciner tarik beli,Hiburan_&_Selebriti,0,1,0,0,2,"Anang dan Ashanty Jual Rumah Mewahnya di Cinere, Tertarik Beli?",1
7823,7823,riah super kpop festiv kocak kevin the boyz sapa fan pakai kata seyeng,Hiburan_&_Selebriti,0,0,0,0,1,"Meriahkan Super K-Pop Festival, Kocaknya Kevin The Boyz Sapa Fans Pakai Kata 'Seyeng'",1
4347,4347,dpr sepakat usia kawin tahun,Berita_indonesia,0,0,1,2,0,DPR Sepakati Usia Perkawinan 18 Tahun,0
4821,4821,bi dukung tumbuh ekonomi digit di sumut ini visi,"Keuangan,Ekonomi_&_Bisnis",0,0,1,1,4,"BI Dukung Pertumbuhan Ekonomi Digital di Sumut, Ini 5 Visinya...",1
4880,4880,spbu mini ledak hancur satu rumah dan motor,Regional_&_Daerah,0,0,0,0,1,"SPBU Mini Meledak, Hancurkan Satu Rumah dan Motor",0
737,737,kontroversi ruu kuhp wagub bal tenang wisatawan,Berita_indonesia,0,0,0,0,1,"Kontroversi RUU KUHP, Wagub Bali Tenangkan Wisatawan",0
6640,6640,kasu mobil pecah ban begini cara rawat karet bundar,Teknologi_&_Sains,0,0,0,0,1,"Kasus Mobil Pecah Ban, Begini Cara Merawat Karet Bundar",1
1639,1639,kualita udara di pontianak bahaya dina sehat siaga rumah oksigen,Berita_indonesia,0,0,0,0,1,"Kualitas Udara di Pontianak Berbahaya, Dinas Kesehatan Siagakan Rumah Oksigen",0
218,218,polr bogor kejar rampok celurit di rumah makan grati untuk duafa,Berita_indonesia,0,0,0,0,0,Polres Bogor Kejar Perampok Bercelurit di Rumah Makan Gratis untuk Duafa,0
8311,8311,bebbi fey ngamuk saat dinar candi sebut diri ada video dengan lelaki lain,Hiburan_&_Selebriti,0,0,0,0,0,Bebby Fey Ngamuk Saat Dinar Candy Sebut Dirinya Ada Video Dengan Lelaki Lain,1
7762,7762,opick ungkap kondisi rambut nabi muhammad saw usai rumah bakar,Hiburan_&_Selebriti,0,0,0,0,0,Opick Ungkap Kondisi Rambut Nabi Muhammad SAW Usai Rumahnya Terbakar,1
2001,2001,aktivi icw ikut seleksi calon wali kota tangsel lewat pdip,Berita_indonesia,0,0,0,0,0,Aktivis ICW Ikut Seleksi Calon Wali Kota Tangsel Lewat PDI-P,0
3851,3851,perut tendang emakemak brayan bengkel dibeg warga laku itu itu saja,Kriminal,1,0,0,0,3,"Perut Ditendang, Emak-emak Brayan Bengkel Dibegal, Warga : Pelakunya Itu Itu Saja!",1
3802,3802,tau poligami suami lagi tidur siram air pana tewa,Berita_indonesia,1,0,0,0,3,"Ketauan Poligami, Suami Lagi Tidur Disiram Air Panas, Tewas!",1
916,916,zodiak ini rutin introspeksi diri dan cermin dalam jalan hidup,Gaya_Hidup_&_Kesehatan,0,0,1,1,0,4 Zodiak Ini Rutin Introspeksi Diri dan Bercermin dalam Menjalani Kehidupan,1
3361,3361,negara baik di dunia untuk investasi indonesia nomor berapa ya,"Keuangan,Ekonomi_&_Bisnis",0,1,1,2,2,"20 Negara Terbaik di Dunia untuk Berinvestasi, Indonesia Nomor Berapa Ya?",1
5073,5073,menpora mundur jokowi cepat cari ganti imam nahrawi,Berita_indonesia,0,0,0,0,1,"Menpora Mundur, Jokowi Secepatnya Cari Pengganti Imam Nahrawi",0
1460,1460,telah suks di dunia hibur adli fairuz jual kopi,Hiburan_&_Selebriti,0,0,0,0,1,"Setelah Sukses di Dunia Hiburan, Adly Fairuz Jualan Kopi",0
8470,8470,smart sim luncur wakapolri harap bisa mudah kendara lalu linta,Berita_indonesia,0,0,0,0,1,"Smart SIM Diluncurkan, Wakapolri Harap Bisa Memudahkan Pengendara Lalu Lintas",0
5651,5651,diskominfo morowali fasilitas ranperbup masterplan smart cit,Regional_&_Daerah,0,0,0,0,0,Diskominfo Morowali Fasilitasi Ranperbup Masterplan Smart City,0
1583,1583,fitri carlina bakal riah festiv cheng ho di semarang,Hiburan_&_Selebriti,0,0,1,4,0,Fitri Carlina Bakal Meriahkan Festival Cheng Ho 2019 di Semarang,0
6349,6349,anak lulung banding tata tanah abang versi ani dan ahok,Regional_&_Daerah,0,0,0,0,0,Anak Lulung Bandingkan Penataan Tanah Abang Versi Anies dan Ahok,0
6108,6108,polisi panggil tum fpi acara eggi sudjana bilang begini,Regional_&_Daerah,0,0,0,0,1,"Polisi Panggil Ketum FPI, Pengacara Eggi Sudjana Bilang Begini",1
2282,2282,fakta kini celaka di tol jagorawi tewa lukaluka,Berita_indonesia,0,0,1,2,2,"Fakta Terkini Kecelakaan di Tol Jagorawi, 3 Tewas, 6 Luka-luka",0
7153,7153,lepa dari hantu baju merah sule ungkap sosok seram ini di rumah mewah,Hiburan_&_Selebriti,0,0,0,0,1,"Lepas dari Hantu Baju Merah, Sule Ungkap Sosok Menyeramkan Ini di Rumah Mewahnya",1
6472,6472,belanja perintah pusat pakat naik jadi t,"Keuangan,Ekonomi_&_Bisnis",0,0,1,10,3,"2020, Belanja Pemerintah Pusat Disepakati Naik Jadi 1.683,47 T",0
3054,3054,kpk tetap menpora imam nahrawi bagai sangka,Berita_indonesia,0,0,0,0,0,KPK Tetapkan Menpora Imam Nahrawi sebagai Tersangka,0
6316,6316,drone as tewas tani dan buruh tani di afganistan,Berita_indonesia,0,0,1,2,0,Drone AS Tewaskan 30 Petani dan Buruh Tani di Afganistan,0
7544,7544,ikut selera generasi muda menteri pupr tak bakal bangun mall di ibu kota baru,Berita_indonesia,0,0,0,0,1,"Ikuti Selera Generasi Muda, Menteri PUPR Tak Bakal Bangun Mall di Ibu Kota Baru",0
5524,5524,kontribusi besar ke ekonomi perintah minta seriu kembang umkm,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,1,"Kontribusi Besar ke Perekonomian, Pemerintah Diminta Serius Kembangkan UMKM",0
2637,2637,menhub budi karya dukung transjakarta guna bu listrik,Berita_indonesia,0,0,0,0,0,Menhub Budi Karya Dukung Transjakarta Gunakan Bus Listrik,0
6409,6409,tindak tolong di rumah saat anak muntah,Gaya_Hidup_&_Kesehatan,0,0,0,0,0,Tindakan Pertolongan di Rumah saat Anak Muntah,0
708,708,truk hilang kendali di china orang tewa,Berita_indonesia,0,0,1,2,1,"Truk Hilang Kendali di China, 10 Orang Tewas",0
5174,5174,tangkap peluang di tengah perang dagang pt sunindo trip bisni ke amerika,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,2,"Tangkap Peluang di Tengah Perang Dagang, PT. Sunindo Trip Bisnis ke Amerika",0
2098,2098,kcn dukung usaha presiden jokowi untuk dorong investasi,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,KCN Dukung Usaha Presiden Jokowi untuk Dorong Investasi,0
5397,5397,kepala bappena kembang enam kota metropolitan baru di luar jawa,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,Kepala Bappenas Kembangkan Enam Kota Metropolitan Baru di Luar Jawa,0
250,250,rampok di rm grati untuk duafa di bogor sempat kira mau minta makan,Berita_indonesia,0,0,0,0,0,Perampok di RM Gratis untuk Duafa di Bogor Sempat Dikira Mau Minta Makan,0
5997,5997,trump bakal sorot isu tahan warga uighur oleh cina di pbb,Berita_indonesia,0,1,0,0,1,Trump Bakal Soroti Isu Penahanan Warga Uighur oleh Cina di PBB?,1
6128,6128,kabar baik bagi manchest unit eric bailli pulih lebih cepat,Olahraga,0,0,0,0,0,Kabar Baik bagi Manchester United: Eric Bailly Pulih Lebih Cepat,0
4024,4024,mandiri sekurita catat imbal hasil pasar sun naik persen,"Keuangan,Ekonomi_&_Bisnis",0,0,1,2,0,Mandiri Sekuritas Catat Imbal Hasil Pasar SUN Naik 10 Persen,0
197,197,besok polisi panggil tum fpi kait kasu duga makar,Berita_indonesia,0,0,0,0,1,"Besok, Polisi Panggil Ketum FPI Terkait Kasus Dugaan Makar",0
1627,1627,sinopsi drama still episod dekat shin hye sun dan yang se jong,Hiburan_&_Selebriti,0,0,1,3,1,"Sinopsis Drama STILL 17 Episode 9, Kedekatan Shin Hye Sun dan Yang Se Jong",0
707,707,gempa m jadi di berastagi sumut,Berita_indonesia,0,0,1,2,1,"Gempa M 2,2 Terjadi di Berastagi Sumut",0
4369,4369,ingat serang unjuk rasa hong kong henti,Berita_indonesia,0,0,1,3,1,"Peringati Serangan 9/11, Unjuk Rasa Hong Kong Dihentikan",0
450,450,massa mahasiswa wonosobo gerak geruduk gedung dprd,Berita_indonesia,0,0,0,0,0,Massa Mahasiswa Wonosobo Bergerak Geruduk Gedung DPRD,0
2557,2557,top global jumlah asteroid lintas bumi curi perhati,Berita_indonesia,0,0,1,1,0,Top 3 Global: Sejumlah Asteroid Melintasi Bumi Mencuri Perhatian,1
